cast,crew,id
"[{'cast_id': 2, 'character': 'Joe Carraclough', 'credit_id': '52fe4632c3a36847f80f218b', 'gender': 2, 'id': 4353, 'name': 'Peter Lawford', 'order': 0, 'profile_path': '/93YIqKGUxyPSN3MNh2a7oXQZ1OC.jpg'}, {'cast_id': 3, 'character': 'Sam Carraclough', 'credit_id': '52fe4632c3a36847f80f218f', 'gender': 0, 'id': 8841, 'name': 'Donald Crisp', 'order': 1, 'profile_path': '/vESX6aAjaZlEgHYncLE1y76BFtD.jpg'}, {'cast_id': 4, 'character': 'Priscilla', 'credit_id': '52fe4632c3a36847f80f2193', 'gender': 1, 'id': 13997, 'name': 'June Lockhart', 'order': 2, 'profile_path': '/oVKYbTNxXso4j1qZEAv9H2UkD5d.jpg'}]","[{'credit_id': '52fe4632c3a36847f80f2187', 'department': 'Directing', 'gender': 2, 'id': 117773, 'job': 'Director', 'name': 'S. Sylvan Simon', 'profile_path': None}]",43177
"[{'cast_id': 2, 'character': 'Jorge', 'credit_id': '52fe43a5c3a36847f8064715', 'gender': 0, 'id': 34018, 'name': 'Quim Gutiérrez', 'order': 0, 'profile_path': '/bZuPsaQASxuS1vMcxz80kbfCvVw.jpg'}, {'cast_id': 3, 'character': 'Antonio', 'credit_id': '52fe43a5c3a36847f8064719', 'gender': 2, 'id': 3483, 'name': 'Antonio de la Torre', 'order': 1, 'profile_path': '/6gLwqdiKMB2s7ymeRAaHZlvGjvR.jpg'}, {'cast_id': 6, 'character': 'Israel (Sean)', 'credit_id': '52fe43a5c3a36847f8064721', 'gender': 2, 'id': 34021, 'name': 'Raúl Arévalo', 'order': 2, 'profile_path': '/eFy3FCRCprRsCsaVQ63yrZJsy5W.jpg'}]","[{'credit_id': '52fe43a5c3a36847f8064711', 'department': 'Directing', 'gender': 2, 'id': 34017, 'job': 'Director', 'name': 'Daniel Sánchez Arévalo', 'profile_path': None}]",3865
"[{'cast_id': 1, 'character': 'Ladrón', 'credit_id': '52fe44dec3a368484e03b871', 'gender': 0, 'id': 6523, 'name': 'Juan José Ballesta', 'order': 0, 'profile_path': '/amNdSZHCndHHKMsOiuwdYJVCxke.jpg'}, {'cast_id': 2, 'character': 'Ladrona', 'credit_id': '52fe44dec3a368484e03b875', 'gender': 1, 'id': 77122, 'name': 'María Valverde', 'order': 1, 'profile_path': '/43KOwPxXeQUxVb7vkzDI2BJQAUP.jpg'}, {'cast_id': 3, 'character': 'Anticuario', 'credit_id': '52fe44dec3a368484e03b879', 'gender': 0, 'id': 5274, 'name': 'Patrick Bauchau', 'order': 2, 'profile_path': '/eAlTfdwkw4xCU8UIxVCkL4LWYO5.jpg'}]","[{'credit_id': '52fe44dec3a368484e03b893', 'department': 'Directing', 'gender': 0, 'id': 94215, 'job': 'Director', 'name': 'Jaime Marques', 'profile_path': None}]",25795
"[{'cast_id': 5, 'character': 'Nikander', 'credit_id': '52fe420dc3a36847f8000087', 'gender': 2, 'id': 4826, 'name': 'Matti Pellonpää', 'order': 0, 'profile_path': '/7WuLvkuWphUAtW6QQwtF3WrwUKE.jpg'}, {'cast_id': 6, 'character': 'Ilona Rajamäki', 'credit_id': '52fe420dc3a36847f800008b', 'gender': 1, 'id': 5999, 'name': 'Kati Outinen', 'order': 1, 'profile_path': '/cjcuhAXRcg8C0VIDHtfz1BIVE3m.jpg'}, {'cast_id': 7, 'character': 'Melartin', 'credit_id': '52fe420dc3a36847f800008f', 'gender': 2, 'id': 4828, 'name': 'Sakari Kuosmanen', 'order': 2, 'profile_path': '/fziy9WDgG5aW2fiKpK3kK0lfhuS.jpg'}]","[{'credit_id': '52fe420dc3a36847f8000071', 'department': 'Directing', 'gender': 0, 'id': 16767, 'job': 'Director', 'name': 'Aki Kaurismäki', 'profile_path': '/8nQcTzKUmRh6MPprd1n6iOauYPf.jpg'}]",3
"[{'cast_id': 3, 'character': 'Himself', 'credit_id': '52fe44c7c3a36847f80a970f', 'gender': 0, 'id': 56218, 'name': 'Diego Maradona', 'order': 0, 'profile_path': '/pADLkTsQkeFVcj9jDBgrslDsFFy.jpg'}, {'cast_id': 7, 'character': 'Himself', 'credit_id': '52fe44c7c3a36847f80a9719', 'gender': 0, 'id': 15605, 'name': 'Manu Chao', 'order': 1, 'profile_path': '/iIGrf5CNfW1jXDxkhHorPpGQjlG.jpg'}, {'cast_id': 9, 'character': 'Himself', 'credit_id': '52fe44c7c3a36847f80a9721', 'gender': 0, 'id': 15254, 'name': 'Emir Kusturica', 'order': 3, 'profile_path': '/qjpI8i30Kjv9bWphOdWhVW0ldAI.jpg'}]","[{'credit_id': '52fe44c7c3a36847f80a9705', 'department': 'Directing', 'gender': 0, 'id': 15254, 'job': 'Director', 'name': 'Emir Kusturica', 'profile_path': '/qjpI8i30Kjv9bWphOdWhVW0ldAI.jpg'}]",8908
"[{'cast_id': 12, 'character': 'Olga', 'credit_id': '52fe43edc3a36847f8078d23', 'gender': 0, 'id': 40520, 'name': 'Ekateryna Rak', 'order': 0, 'profile_path': '/lnoPDFeel3uYi6Q6CMoBFN10B0W.jpg'}, {'cast_id': 13, 'character': 'Pauli', 'credit_id': '52fe43edc3a36847f8078d27', 'gender': 0, 'id': 40521, 'name': 'Paul Hofmann', 'order': 1, 'profile_path': None}, {'cast_id': 14, 'character': 'Paulis Stiefvater', 'credit_id': '52fe43edc3a36847f8078d2b', 'gender': 0, 'id': 40522, 'name': 'Michael Thomas', 'order': 2, 'profile_path': None}]","[{'credit_id': '52fe43edc3a36847f8078ce9', 'department': 'Directing', 'gender': 2, 'id': 40506, 'job': 'Director', 'name': 'Ulrich Seidl', 'profile_path': '/kXCopAgsprzVaunIOOT4Nvt890f.jpg'}]",4998
"[{'cast_id': 1, 'character': 'Daniela', 'credit_id': '52fe437fc3a36847f8058a9f', 'gender': 0, 'id': 32164, 'name': 'Blanca Lewin', 'order': 0, 'profile_path': '/mMhfad22SgQMNLMD7ms7aOjj7J6.jpg'}, {'cast_id': 2, 'character': 'Bruno', 'credit_id': '52fe437fc3a36847f8058aa3', 'gender': 0, 'id': 32165, 'name': 'Gonzalo Valenzuela', 'order': 1, 'profile_path': '/6eqXjoyTsgVx2sEXJx6kh0nke0e.jpg'}]","[{'credit_id': '52fe437fc3a36847f8058aa9', 'department': 'Directing', 'gender': 2, 'id': 32166, 'job': 'Director', 'name': 'Matías Bize', 'profile_path': '/jej6Vv3cI9hZqbEThEQvOdD35Op.jpg'}]",3041
"[{'cast_id': 3, 'character': 'Albert Johansson', 'credit_id': '52fe4742c3a36847f812bdc3', 'gender': 0, 'id': 34769, 'name': 'Åke Grönberg', 'order': 0, 'profile_path': '/pKDPloPZ9oGzxBEWvZC9w4HYdWT.jpg'}, {'cast_id': 4, 'character': 'Anne', 'credit_id': '52fe4742c3a36847f812bdc7', 'gender': 1, 'id': 7569, 'name': 'Harriet Andersson', 'order': 1, 'profile_path': '/p3U48qquE945jWv5EmlARImOhCr.jpg'}, {'cast_id': 5, 'character': 'Frans', 'credit_id': '52fe4742c3a36847f812bdcb', 'gender': 0, 'id': 145691, 'name': 'Hasse Ekman', 'order': 2, 'profile_path': '/ki621U24DB9fkSeKIMZhQK6qKMs.jpg'}]","[{'credit_id': '52fe4742c3a36847f812bdb9', 'department': 'Directing', 'gender': 2, 'id': 6648, 'job': 'Director', 'name': 'Ingmar Bergman', 'profile_path': '/rHYYP3N2ivz6WTuTHsLX58Gab7G.jpg'}]",47721
"[{'cast_id': 8, 'character': 'Winston Smith', 'credit_id': '52fe4328c3a36847f803ebcd', 'gender': 2, 'id': 8254, 'name': ""Edmond O'Brien"", 'order': 0, 'profile_path': '/jyi6OW4ZFWudfyk0TgnBK4i3XSf.jpg'}, {'cast_id': 9, 'character': 'Julia', 'credit_id': '52fe4328c3a36847f803ebd1', 'gender': 1, 'id': 20418, 'name': 'Jan Sterling', 'order': 1, 'profile_path': '/eeWVkgt1f4xjzhrei6ctkkSGdb4.jpg'}, {'cast_id': 10, 'character': ""Gen. O'Connor"", 'credit_id': '52fe4328c3a36847f803ebd5', 'gender': 2, 'id': 7640, 'name': 'Michael Redgrave', 'order': 2, 'profile_path': '/dSUczvLIvx27WSrhLpEPZ30C39X.jpg'}]","[{'credit_id': '52fe4328c3a36847f803eba5', 'department': 'Directing', 'gender': 2, 'id': 20412, 'job': 'Director', 'name': 'Michael Anderson', 'profile_path': None}]",1984
"[{'cast_id': 1, 'character': 'Jimmy Porter', 'credit_id': '52fe47b5c3a36847f8143eff', 'gender': 2, 'id': 5341, 'name': 'Richard Burton', 'order': 0, 'profile_path': '/fRoBAQQP9sfnIYuqw546yFs3qKn.jpg'}, {'cast_id': 2, 'character': 'Helena Charles', 'credit_id': '52fe47b5c3a36847f8143f03', 'gender': 1, 'id': 29545, 'name': 'Claire Bloom', 'order': 1, 'profile_path': '/4x0Cfh1g8apqOPio8AJx9oUV9mK.jpg'}, {'cast_id': 3, 'character': 'Alison Porter', 'credit_id': '52fe47b5c3a36847f8143f07', 'gender': 1, 'id': 67916, 'name': 'Mary Ure', 'order': 2, 'profile_path': '/jJGaum7cQyVh8obUUZbNfnZnMvp.jpg'}]","[{'credit_id': '52fe47b5c3a36847f8143f11', 'department': 'Directing', 'gender': 2, 'id': 32765, 'job': 'Director', 'name': 'Tony Richardson', 'profile_path': '/m3t3S4847wWEgQRmPZvKe5NTLzZ.jpg'}]",50011
"[{'cast_id': 11, 'character': 'Huzur Biswambhar Roy', 'credit_id': '52fe427cc3a36847f802254b', 'gender': 2, 'id': 12170, 'name': 'Chhabi Biswas', 'order': 0, 'profile_path': '/yUmZUJVPPxFyUDC53bvfKpDk7Dq.jpg'}, {'cast_id': 12, 'character': 'Mahamaya', 'credit_id': '52fe427cc3a36847f802254f', 'gender': 0, 'id': 12171, 'name': 'Padmadevi', 'order': 1, 'profile_path': None}, {'cast_id': 13, 'character': 'Diener Ananta', 'credit_id': '52fe427cc3a36847f8022553', 'gender': 0, 'id': 12172, 'name': 'Kali Sarkar', 'order': 2, 'profile_path': None}]","[{'credit_id': '52fe427bc3a36847f8022511', 'department': 'Directing', 'gender': 2, 'id': 12160, 'job': 'Director', 'name': 'Satyajit Ray', 'profile_path': '/5OwiMtEHZGaTEnxr3lz9sNkHKro.jpg'}]",822
"[{'cast_id': 18, 'character': 'Franco', 'credit_id': '52fe44c4c3a36847f80a8dad', 'gender': 2, 'id': 72782, 'name': 'Toni Servillo', 'order': 0, 'profile_path': '/1TIbNwPHpcb0HWledxIPBqe7elu.jpg'}, {'cast_id': 15, 'character': 'Don Ciro', 'credit_id': '52fe44c4c3a36847f80a8da1', 'gender': 0, 'id': 72779, 'name': 'Gianfelice Imparato', 'order': 1, 'profile_path': '/pUacKAYqx1zImabM69RhY9DUqLj.jpg'}, {'cast_id': 16, 'character': 'Maria', 'credit_id': '52fe44c4c3a36847f80a8da5', 'gender': 0, 'id': 72780, 'name': 'Maria Nazionale', 'order': 2, 'profile_path': '/x9SHHntTIvwn16ISnxH3DVFSFkz.jpg'}]","[{'credit_id': '52fe44c4c3a36847f80a8d57', 'department': 'Directing', 'gender': 2, 'id': 63973, 'job': 'Director', 'name': 'Matteo Garrone', 'profile_path': '/b8e18kOaVezYuGLJFKh0Is0z2AZ.jpg'}]",8882
"[{'cast_id': 3, 'character': 'Tulse Luper', 'credit_id': '52fe4385c3a36847f805a9b7', 'gender': 2, 'id': 30710, 'name': 'J. J. Feild', 'order': 0, 'profile_path': '/zxibNg37bvNHqpttpP2q9OSQpms.jpg'}, {'cast_id': 4, 'character': 'Passion Hockmeister', 'credit_id': '52fe4385c3a36847f805a9bb', 'gender': 1, 'id': 31383, 'name': 'Caroline Dhavernas', 'order': 1, 'profile_path': '/p3yP2JVSqcZGXUeLnuiJMBXERjF.jpg'}, {'cast_id': 5, 'character': 'Jan Palmerion', 'credit_id': '52fe4385c3a36847f805a9bf', 'gender': 2, 'id': 31384, 'name': 'Jordi Mollà', 'order': 2, 'profile_path': '/2XEuPT0T9SRwcpsOXD9vMpm4Vad.jpg'}]","[{'credit_id': '52fe4386c3a36847f805aaf3', 'department': 'Directing', 'gender': 2, 'id': 30309, 'job': 'Director', 'name': 'Peter Greenaway', 'profile_path': '/k5Lt7hw37sY6kCeb8EDMSZiKh16.jpg'}]",3097
"[{'cast_id': 3, 'character': 'Caden Cotard', 'credit_id': '52fe43e8c3a36847f807778f', 'gender': 2, 'id': 1233, 'name': 'Philip Seymour Hoffman', 'order': 0, 'profile_path': '/vEDJukK8CjIsA0DjNFhoT88TvzS.jpg'}, {'cast_id': 4, 'character': 'Hazel', 'credit_id': '52fe43e8c3a36847f8077793', 'gender': 1, 'id': 2206, 'name': 'Samantha Morton', 'order': 1, 'profile_path': '/zRvK2T98rz5smCwRiAaFRq1CoDo.jpg'}, {'cast_id': 5, 'character': 'Maria', 'credit_id': '52fe43e8c3a36847f8077797', 'gender': 1, 'id': 10431, 'name': 'Jennifer Jason Leigh', 'order': 2, 'profile_path': '/tncFH9YfrK2ql1cNXGEkEAJ5zIz.jpg'}]","[{'credit_id': '52fe43e8c3a36847f8077785', 'department': 'Directing', 'gender': 2, 'id': 202, 'job': 'Director', 'name': 'Charlie Kaufman', 'profile_path': '/v5Zc2aplTL0y38Oe91zGnVBUtYi.jpg'}]",4960
"[{'cast_id': 1, 'character': 'Harper', 'credit_id': '52fe44de9251416c9101f9db', 'gender': 2, 'id': 3636, 'name': 'Paul Newman', 'order': 0, 'profile_path': '/my0Blo9IBy1WZ0QKbuxUzS0QwV5.jpg'}, {'cast_id': 3, 'character': 'Iris', 'credit_id': '52fe44de9251416c9101f9e5', 'gender': 1, 'id': 109410, 'name': 'Joanne Woodward', 'order': 1, 'profile_path': '/8a500O203jN1IHFZVAPwVUyAHUZ.jpg'}, {'cast_id': 4, 'character': 'Broussard', 'credit_id': '52fe44de9251416c9101f9e9', 'gender': 2, 'id': 106179, 'name': 'Anthony Franciosa', 'order': 2, 'profile_path': '/9KykLLz0mbWKoWY3hLSZup9ayIi.jpg'}]","[{'credit_id': '52fe44de9251416c9101f9e1', 'department': 'Directing', 'gender': 2, 'id': 13859, 'job': 'Director', 'name': 'Stuart Rosenberg', 'profile_path': None}]",32620
"[{'cast_id': 12, 'character': 'J.J. Jim Hendricks', 'credit_id': '52fe4354c3a36847f804c1c9', 'gender': 2, 'id': 24516, 'name': 'Daniel Baldwin', 'order': 0, 'profile_path': '/vDLkhz6EliUtYumpJdFTquUvdfp.jpg'}, {'cast_id': 13, 'character': 'Cap. Previn Fedorov', 'credit_id': '52fe4354c3a36847f804c1cd', 'gender': 2, 'id': 24517, 'name': 'Frank Zagarino', 'order': 1, 'profile_path': '/g0DD8vWzGXnRLe6Hlw8Fd26L9eL.jpg'}, {'cast_id': 14, 'character': 'Amanda McCord', 'credit_id': '52fe4354c3a36847f804c1d1', 'gender': 0, 'id': 24518, 'name': 'Teri Ann Linn', 'order': 2, 'profile_path': None}]","[{'credit_id': '52fe4354c3a36847f804c189', 'department': 'Directing', 'gender': 2, 'id': 24508, 'job': 'Director', 'name': 'Rodney McDonald', 'profile_path': None}]",2397
"[{'cast_id': 5, 'character': 'Niko (voice)', 'credit_id': '52fe44dac3a368484e03a98b', 'gender': 0, 'id': 592704, 'name': 'Olli Jantunen', 'order': 0, 'profile_path': None}, {'cast_id': 6, 'character': 'Julius (voice)', 'credit_id': '52fe44dac3a368484e03a98f', 'gender': 2, 'id': 124285, 'name': 'Hannu-Pekka Björkman', 'order': 1, 'profile_path': '/6gHHzIqSGCQdoaWy85ZKDjxDpRz.jpg'}, {'cast_id': 7, 'character': 'Wilma (voice)', 'credit_id': '52fe44dac3a368484e03a993', 'gender': 0, 'id': 592705, 'name': 'Vuokko Hovatta', 'order': 2, 'profile_path': None}]","[{'credit_id': '52fe44dac3a368484e03a975', 'department': 'Directing', 'gender': 0, 'id': 131608, 'job': 'Director', 'name': 'Michael Henger', 'profile_path': None}]",25741
"[{'cast_id': 1, 'character': 'Tom Sawyer', 'credit_id': '52fe44529251416c9100c909', 'gender': 2, 'id': 107444, 'name': 'Tommy Kelly', 'order': 0, 'profile_path': '/3DE568FveB2gzbiCwUrGSey9MKY.jpg'}, {'cast_id': 2, 'character': 'Huckleberry Finn', 'credit_id': '52fe44529251416c9100c90d', 'gender': 2, 'id': 33775, 'name': 'Jackie Moran', 'order': 1, 'profile_path': '/fabbLkwkB0yYcYSbbpSKPRxXHsQ.jpg'}, {'cast_id': 3, 'character': 'Becky Thatcher', 'credit_id': '52fe44529251416c9100c911', 'gender': 1, 'id': 107445, 'name': 'Ann Gillis', 'order': 2, 'profile_path': '/pj9tiEfMxDe4vedKtmlGu5oMB9m.jpg'}]","[{'credit_id': '52fe44529251416c9100c91f', 'department': 'Directing', 'gender': 2, 'id': 82800, 'job': 'Director', 'name': 'Norman Taurog', 'profile_path': '/nDz17mvGRWV4BeJwgr9FVq1xIGH.jpg'}]",30977
"[{'cast_id': 5, 'character': ""Doctor's Wife"", 'credit_id': '52fe44a0c3a36847f80a0d4f', 'gender': 1, 'id': 1231, 'name': 'Julianne Moore', 'order': 0, 'profile_path': '/v2FcWGiiuvl6P7NV0966jNL09uh.jpg'}, {'cast_id': 4, 'character': 'Doctor', 'credit_id': '52fe44a0c3a36847f80a0d4b', 'gender': 2, 'id': 103, 'name': 'Mark Ruffalo', 'order': 1, 'profile_path': '/zdM6RgCR5LpZwnL8UA3m7CfVpiq.jpg'}, {'cast_id': 19, 'character': 'Woman with dark glasses', 'credit_id': '52fe44a0c3a36847f80a0d97', 'gender': 1, 'id': 8602, 'name': 'Alice Braga', 'order': 2, 'profile_path': '/txXdD7DxrzC71cDschQcDtTDwc2.jpg'}]","[{'credit_id': '52fe44a0c3a36847f80a0d3b', 'department': 'Directing', 'gender': 2, 'id': 8557, 'job': 'Director', 'name': 'Fernando Meirelles', 'profile_path': '/usc1zwBXEHN4A6rkvJcmgWpc7rS.jpg'}]",8338
"[{'cast_id': 6, 'character': 'Christine Collins', 'credit_id': '52fe439ec3a36847f80622b3', 'gender': 1, 'id': 11701, 'name': 'Angelina Jolie', 'order': 0, 'profile_path': '/nsxtg9MQG01hvud1vVEW9vvfukK.jpg'}, {'cast_id': 7, 'character': 'J.J. Jones', 'credit_id': '52fe439ec3a36847f80622b7', 'gender': 2, 'id': 52886, 'name': 'Jeffrey Donovan', 'order': 1, 'profile_path': '/5i47zZDpnAjLBtQdlqhg5AIYCuT.jpg'}, {'cast_id': 8, 'character': 'Rev. Gustav Briegleb', 'credit_id': '52fe439ec3a36847f80622bb', 'gender': 2, 'id': 6949, 'name': 'John Malkovich', 'order': 2, 'profile_path': '/tCtiWZbKKRgHhLxFCIPfveYAsdc.jpg'}]","[{'credit_id': '52fe439ec3a36847f8062297', 'department': 'Directing', 'gender': 2, 'id': 190, 'job': 'Director', 'name': 'Clint Eastwood', 'profile_path': '/wJosJW9DNWHOA8h63bQr2HgHC48.jpg'}]",3580
"[{'cast_id': 1, 'character': 'Sydney Carton', 'credit_id': '52fe43d4c3a36847f8072b25', 'gender': 2, 'id': 21605, 'name': 'Dirk Bogarde', 'order': 0, 'profile_path': '/rIoedSTXnSooIh4zZV3K4M48gBh.jpg'}, {'cast_id': 2, 'character': 'Lucie Manette', 'credit_id': '52fe43d4c3a36847f8072b29', 'gender': 1, 'id': 38998, 'name': 'Dorothy Tutin', 'order': 1, 'profile_path': '/mOAmYNqDFBI60H3XhBoLeiJjigE.jpg'}, {'cast_id': 3, 'character': 'Charles Darnay', 'credit_id': '52fe43d4c3a36847f8072b2d', 'gender': 0, 'id': 24905, 'name': 'Paul Guers', 'order': 2, 'profile_path': '/jYMiuXJVNreIZUnFaERl0turMYj.jpg'}]","[{'credit_id': '52fe43d4c3a36847f8072b73', 'department': 'Directing', 'gender': 2, 'id': 21598, 'job': 'Director', 'name': 'Ralph Thomas', 'profile_path': '/uAekWIEsStagyyUG5wc3sUMFxFN.jpg'}]",4701
"[{'cast_id': 5, 'character': 'Hiroko (segment ""Interior Design"")', 'credit_id': '52fe44c9c3a36847f80aa041', 'gender': 1, 'id': 84029, 'name': 'Ayako Fujitani', 'order': 0, 'profile_path': '/yGSxQukeWYdPAdsivGgrMPTqtsf.jpg'}, {'cast_id': 7, 'character': 'Akira', 'credit_id': '52fe44c9c3a36847f80aa049', 'gender': 2, 'id': 33517, 'name': 'Ryo Kase', 'order': 1, 'profile_path': '/8Fnh4yzktTsFbJCLnWnGmInajG5.jpg'}, {'cast_id': 8, 'character': 'Akemi', 'credit_id': '52fe44c9c3a36847f80aa04d', 'gender': 1, 'id': 9707, 'name': 'Ayumi Ito', 'order': 2, 'profile_path': '/8zHQwoRH4TmujlbHYrXWt7KrzZD.jpg'}]","[{'credit_id': '52fe44c9c3a36847f80aa039', 'department': 'Directing', 'gender': 2, 'id': 201, 'job': 'Director', 'name': 'Michel Gondry', 'profile_path': '/a0uLwuRoAiELs02gJhNX14WqzV9.jpg'}]",8938
"[{'cast_id': 22, 'character': 'Ana', 'credit_id': '52fe435ec3a36847f804f29f', 'gender': 1, 'id': 26279, 'name': 'Manuela Vellés', 'order': 0, 'profile_path': '/1x97oYXwab5bG84Hn6ue62JFQ2S.jpg'}, {'cast_id': 23, 'character': 'Justine', 'credit_id': '52fe435ec3a36847f804f2a3', 'gender': 1, 'id': 44079, 'name': 'Charlotte Rampling', 'order': 1, 'profile_path': '/iuggCphmBfNoUFaUWfpJCTxX4e6.jpg'}, {'cast_id': 24, 'character': 'Linda', 'credit_id': '52fe435ec3a36847f804f2a7', 'gender': 0, 'id': 26280, 'name': 'Bebe', 'order': 2, 'profile_path': None}]","[{'credit_id': '52fe435ec3a36847f804f229', 'department': 'Directing', 'gender': 2, 'id': 16435, 'job': 'Director', 'name': 'Julio Médem', 'profile_path': '/ohftr2f6JyITzMios6RTpCKS54j.jpg'}]",2588
"[{'cast_id': 2, 'character': ""Arthur Ferguson 'Jonesy' Jones / 'Killer' Mannion"", 'credit_id': '52fe4833c3a36847f815c48b', 'gender': 2, 'id': 13566, 'name': 'Edward G. Robinson', 'order': 0, 'profile_path': '/af1aBRi4UccaxtmDPWEtlfy1vXE.jpg'}, {'cast_id': 3, 'character': ""Wilhelmina 'Bill' Clark"", 'credit_id': '52fe4833c3a36847f815c48f', 'gender': 1, 'id': 30210, 'name': 'Jean Arthur', 'order': 1, 'profile_path': '/jJVOSx8ekF9D9c1JO2sPbewNB0.jpg'}, {'cast_id': 4, 'character': 'Det. Sgt. Michael F. Boyle', 'credit_id': '52fe4833c3a36847f815c493', 'gender': 2, 'id': 25176, 'name': 'Arthur Hohl', 'order': 2, 'profile_path': '/juyEMVHpdtvPMlMB9Ovim27Wlm7.jpg'}]","[{'credit_id': '52fe4833c3a36847f815c487', 'department': 'Directing', 'gender': 0, 'id': 8500, 'job': 'Director', 'name': 'John Ford', 'profile_path': '/pE9jDz7A7ZtHVnNDiuiSVBwnjL6.jpg'}]",52561
"[{'cast_id': 2, 'character': 'Krabat', 'credit_id': '52fe43d0c3a36847f80718cd', 'gender': 0, 'id': 5847, 'name': 'David Kross', 'order': 0, 'profile_path': '/50BcSbOZtfCktGMEepExob45O2h.jpg'}, {'cast_id': 3, 'character': 'Tonda', 'credit_id': '52fe43d0c3a36847f80718d1', 'gender': 2, 'id': 3872, 'name': 'Daniel Brühl', 'order': 1, 'profile_path': '/yaSULfePwytkw845KKiz4bbLK48.jpg'}, {'cast_id': 4, 'character': 'Lyschko', 'credit_id': '52fe43d0c3a36847f80718d5', 'gender': 2, 'id': 5201, 'name': 'Robert Stadlober', 'order': 2, 'profile_path': '/5Yofdory8qJaG5lmmmwxRiAmwFx.jpg'}]","[{'credit_id': '52fe43d0c3a36847f80718db', 'department': 'Directing', 'gender': 2, 'id': 5192, 'job': 'Director', 'name': 'Marco Kreuzpaintner', 'profile_path': '/wZKC8QDkj221XXkKxQmHlIUkaBf.jpg'}]",4627
"[{'cast_id': 2, 'character': 'Magobei Wakizaka', 'credit_id': '52fe4791c3a36847f813c971', 'gender': 2, 'id': 70131, 'name': 'Tatsuya Nakadai', 'order': 0, 'profile_path': '/aVwl2VgqRFaFLWlcGx2fSweZ24d.jpg'}, {'cast_id': 3, 'character': 'Rokugo Tatewaki', 'credit_id': '52fe4791c3a36847f813c975', 'gender': 2, 'id': 10071, 'name': 'Tetsurō Tamba', 'order': 1, 'profile_path': '/lrWc0QjdAaP1VOWhwzczakdaEq.jpg'}, {'cast_id': 4, 'character': 'Shino', 'credit_id': '52fe4791c3a36847f813c979', 'gender': 1, 'id': 70811, 'name': 'Yôko Tsukasa', 'order': 2, 'profile_path': '/urhDBrQRSs690WNSh5eVJrXdWzq.jpg'}]","[{'credit_id': '52fe4791c3a36847f813c96d', 'department': 'Directing', 'gender': 2, 'id': 125085, 'job': 'Director', 'name': 'Hideo Gosha', 'profile_path': '/hNOrJi1ApoBS9DOC5SyEKAvzSXx.jpg'}]",49355
"[{'cast_id': 2, 'character': 'Junon', 'credit_id': '52fe44c5c3a36847f80a926b', 'gender': 1, 'id': 50, 'name': 'Catherine Deneuve', 'order': 0, 'profile_path': '/7MgouLf2vVhv275LtL7JFL1vWji.jpg'}, {'cast_id': 3, 'character': 'Elizabeth, their oldest child', 'credit_id': '52fe44c5c3a36847f80a926f', 'gender': 1, 'id': 7276, 'name': 'Anne Consigny', 'order': 1, 'profile_path': '/eynjz9y18Aohb6aCsIlvPE4qoWM.jpg'}, {'cast_id': 4, 'character': ""Abel, Junon's husband"", 'credit_id': '52fe44c5c3a36847f80a9273', 'gender': 0, 'id': 24467, 'name': 'Jean-Paul Roussillon', 'order': 2, 'profile_path': '/k2CveyRHsqwBc4lqk1vf80B95Yu.jpg'}]","[{'credit_id': '52fe44c5c3a36847f80a9267', 'department': 'Directing', 'gender': 2, 'id': 38883, 'job': 'Director', 'name': 'Arnaud Desplechin', 'profile_path': '/g9uXGLhm15lNpykDY2IS7XHA5iG.jpg'}]",8892
"[{'cast_id': 2, 'character': 'Don Cesar de Vega / Zorro', 'credit_id': '52fe4b02c3a36847f81ed3ad', 'gender': 0, 'id': 109088, 'name': 'Douglas Fairbanks', 'order': 0, 'profile_path': '/l8DQc2xfFwXt5Wylj2AseWmqrMt.jpg'}, {'cast_id': 3, 'character': 'Dolores de Muro', 'credit_id': '52fe4b02c3a36847f81ed3b1', 'gender': 1, 'id': 13992, 'name': 'Mary Astor', 'order': 1, 'profile_path': '/w1KLRK5J5SRXkqONL9WS8exhKgp.jpg'}, {'cast_id': 4, 'character': 'Don Sebastian', 'credit_id': '52fe4b02c3a36847f81ed3b5', 'gender': 0, 'id': 8841, 'name': 'Donald Crisp', 'order': 2, 'profile_path': '/vESX6aAjaZlEgHYncLE1y76BFtD.jpg'}]","[{'credit_id': '52fe4b02c3a36847f81ed3a9', 'department': 'Directing', 'gender': 0, 'id': 8841, 'job': 'Director', 'name': 'Donald Crisp', 'profile_path': '/vESX6aAjaZlEgHYncLE1y76BFtD.jpg'}]",111759
