genres,id,title
"[{'id': 18, 'name': 'Drama'}]",4173,Stromboli
"[{'id': 18, 'name': 'Drama'}]",7483,Free Zone
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1967,Ask the Dust
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",752,V for Vendetta
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",388,Inside Man
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",868,Tsotsi
"[{'id': 878, 'name': 'Science Fiction'}]",25874,The Illustrated Man
"[{'id': 18, 'name': 'Drama'}]",114875,The Dark at the Top of the Stairs
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1379,Lights in the Dusk
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",582,The Lives of Others
"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10769, 'name': 'Foreign'}]",52885,The Red and the White
"[{'id': 18, 'name': 'Drama'}]",1561,Mouchette
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",186,Lucky Number Slevin
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",8410,The Wild Blue Yonder
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",219,Volver
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3093,Basic Instinct 2
"[{'id': 35, 'name': 'Comedy'}]",460,Go for Zucker
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8998,Friends with Money
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",44947,The King Is Dancing
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",34193,Magic
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4441,Candy
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",84954,Secrets of a Soul
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",26514,Where the Red Fern Grows
"[{'id': 35, 'name': 'Comedy'}]",4257,Scary Movie 4
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2652,Hard Candy
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1629,La Chinoise
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5820,The Sentinel
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",588,Silent Hill
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1557,23
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8982,The Protector
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",956,Mission: Impossible III
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1416,The Coast Guard
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",560,Secret Beyond the Door
"[{'id': 18, 'name': 'Drama'}]",5717,Man Push Cart
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",503,Poseidon
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",591,The Da Vinci Code
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",920,Cars
"[{'id': 18, 'name': 'Drama'}]",101908,Shanghai Dreams
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",26116,The Mechanik
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",806,The Omen
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2044,The Lake House
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",350,The Devil Wears Prada
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",58,Pirates of the Caribbean: Dead Man's Chest
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1819,"You, Me and Dupree"
"[{'id': 35, 'name': 'Comedy'}]",2295,Clerks II
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",4474,My Super Ex-Girlfriend
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",4962,"Farewell, Home Sweet Home"
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1887,Marie Antoinette
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1841,Lady in the Lake
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",71762,Trial on the Road
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1611,The Miracle of Bern
"[{'id': 99, 'name': 'Documentary'}]",1781,An Inconvenient Truth
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8997,Hollow Man II
"[{'id': 18, 'name': 'Drama'}]",26567,The War Within
"[{'id': 27, 'name': 'Horror'}]",27320,Jack Frost 2: Revenge of the Mutant Killer Snowman
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",410,Summer in Berlin
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",31692,The Public Eye
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",31998,Without Love
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",4375,Triple Cross
"[{'id': 18, 'name': 'Drama'}]",8008,Mouth to Mouth
"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",7872,The Road to Guantanamo
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",773,Little Miss Sunshine
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",126090,Fuse
"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",36576,Curse of the Pink Panther
"[{'id': 18, 'name': 'Drama'}]",1164,Babel
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",71282,China Seas
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",31915,Prophecy
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",43838,Young Mr. Lincoln
"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",27716,Coonskin
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",42636,The Detective
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",26826,Wrong Side Up
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",81312,Just Love Me
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5070,How Much Do You Love Me?
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",326,Snakes on a Plane
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",512,Scoop
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1593,Night at the Museum
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",1852,World Trade Center
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1262,Stranger Than Fiction
"[{'id': 18, 'name': 'Drama'}]",126781,The Last Angry Man
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",82,Miami Vice
"[{'id': 18, 'name': 'Drama'}]",1986,Live and Become
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",31152,On Dangerous Ground
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",2805,Tears of the Black Tiger
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",47880,Mrs Palfrey at The Claremont
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",31032,The Death of Mr. Lazarescu
"[{'id': 18, 'name': 'Drama'}]",51857,Cría Cuervos
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1948,Crank
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",148,The Secret Life of Words
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",5289,Chaos
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",86604,Tom Dick and Harry
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",26718,G-Men
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1023,Adam's Apples
"[{'id': 18, 'name': 'Drama'}]",2168,2:37
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",26502,Seven Men from Now
"[{'id': 18, 'name': 'Drama'}]",1165,The Queen
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7291,36th Precinct
"[{'id': 18, 'name': 'Drama'}]",4913,"Sorry, Haters"
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",44892,The Music Box
"[{'id': 18, 'name': 'Drama'}]",64499,Quinceañera
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",271,Ronja Robbersdaughter
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1116,The Wind That Shakes the Barley
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",55343,Overlord
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",5072,Severance
"[{'id': 18, 'name': 'Drama'}]",2566,Time to Leave
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1249,Hollywoodland
"[{'id': 18, 'name': 'Drama'}]",171771,The Scar
"[{'id': 99, 'name': 'Documentary'}]",1776,Jesus Camp
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1963,The Bow
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",1381,The Fountain
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",300,The Science of Sleep
"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",31148,City for Conquest
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",76117,Not as a Stranger
"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6948,The Woods
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]",390,Lisbon Story
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",1595,Land of Plenty
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1622,Lemming
"[{'id': 99, 'name': 'Documentary'}]",5726,Mondo Topless
"[{'id': 99, 'name': 'Documentary'}]",1666,The Bridge
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5721,Vixen!
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1579,Apocalypto
[],119907,Household Saints
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1717,All the King's Men
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2753,The Assault
"[{'id': 35, 'name': 'Comedy'}]",496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1417,Pan's Labyrinth
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",4643,The Guardian
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",7484,Open Season
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",111642,St. Martin's Lane
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1422,The Departed
"[{'id': 18, 'name': 'Drama'}]",164687,Dante's Inferno
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8332,Antibodies
"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",3593,Dr. Cyclops
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1975,The Grudge 2
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8975,The Marine
"[{'id': 99, 'name': 'Documentary'}]",39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",86,The Elementary Particles
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1440,Little Children
"[{'id': 18, 'name': 'Drama'}]",1523,The Last King of Scotland
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1378,Shortbus
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1124,The Prestige
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",3683,Flags of Our Fathers
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4285,After Five In The Forest Primeval
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",8194,A Guide To Recognizing Your Saints
"[{'id': 28, 'name': 'Action'}]",5890,Azumi 2: Death or Love
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",6077,13 Tzameti
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",214,Saw III
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1123,Catch a Fire
"[{'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",1427,Perfume: The Story of a Murderer
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",4928,"The World, the Flesh and the Devil"
"[{'id': 99, 'name': 'Documentary'}]",2152,Dixie Chicks: Shut Up and Sing
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",8588,Shooting Dogs
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2357,10 Items or Less
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1581,The Holiday
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",313,Snow Cake
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",85505,Min and Bill
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",5698,The Great Train Robbery
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2179,Tenacious D in The Pick of Destiny
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2447,The Nativity Story
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",1372,Blood Diamond
"[{'id': 18, 'name': 'Drama'}]",54910,Off the Black
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2486,Eragon
"[{'id': 18, 'name': 'Drama'}]",1246,Rocky Balboa
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",40574,Girl Shy
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",77966,Red-Headed Woman
"[{'id': 18, 'name': 'Drama'}]",46948,Power
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",1247,The Good Shepherd
"[{'id': 18, 'name': 'Drama'}]",1125,Dreamgirls
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1646,Freedom Writers
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1730,INLAND EMPIRE
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",8618,The History Boys
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1259,Notes on a Scandal
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",27067,The Life of Jesus
"[{'id': 10752, 'name': 'War'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",182,The Good German
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1251,Letters from Iwo Jima
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5393,Happily N'Ever After
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1931,Stomp the Yard
"[{'id': 35, 'name': 'Comedy'}]",8275,American Pie Presents: The Naked Mile
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",79767,Rolling Family
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2433,The Young Girls of Rochefort
"[{'id': 18, 'name': 'Drama'}]",2204,Alice in the Cities
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1773,American Madness
"[{'id': 18, 'name': 'Drama'}]",27095,Cold Showers
"[{'id': 12, 'name': 'Adventure'}]",4283,Primeval
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7457,Alpha Dog
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",8398,The Hitcher
"[{'id': 18, 'name': 'Drama'}]",3549,After the Wedding
"[{'id': 35, 'name': 'Comedy'}]",6166,Dinner for One
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",46919,Daisies
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1265,Bridge to Terabithia
"[{'id': 18, 'name': 'Drama'}]",27432,Killer of Sheep
"[{'id': 99, 'name': 'Documentary'}]",50754,7 Plus Seven
"[{'id': 35, 'name': 'Comedy'}]",1257,Because I Said So
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1248,Hannibal Rising
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",56165,Billy the Kid vs. Dracula
"[{'id': 35, 'name': 'Comedy'}]",5206,The Boss of It All
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1252,Lonely Hearts
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2062,Ratatouille
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2266,"Paris, je t'aime"
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",5172,The Astronaut Farmer
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",40973,Myra Breckinridge
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",2016,Days of Glory
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",3024,The Strange Case of Dr. Jekyll and Mr. Hyde
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",47200,Schizo
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1250,Ghost Rider
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",4169,Breach
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",3594,The Number 23
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",26655,Like Mike 2: Streetball
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",42721,Fighting Elegy
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",27523,Salvatore Giuliano
"[{'id': 27, 'name': 'Horror'}]",27313,I Drink Your Blood
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",4638,Hot Fuzz
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1993,Golden Door
"[{'id': 18, 'name': 'Drama'}]",97548,Family Law
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5691,The Canterbury Tales
"[{'id': 18, 'name': 'Drama'}]",6443,The Forest for the Trees
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1738,Next
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1253,Breaking and Entering
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1949,Zodiac
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",7006,White Noise 2: The Light
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",27040,Meshes of the Afternoon
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",27864,The Lathe of Heaven
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}]",8965,Atlantis: Milo's Return
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",1271,300
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2267,The Last Mimzy
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6691,Priceless
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",1255,The Host
